gap_between_6star,LimitedBanner(6+0),SpecialBanner(6),SpecialBanner(1),LimitedBanner(1+0),StandardBanner(1+0)
36,784,295,104,272,46
58,611,233,79,143,91
8,300,324,51,189,2
4,437,408,36,131,55
54,497,529,108,46,35
30,832,340,17,70,61
22,401,313,58,64,40
27,1405,278,190,101,106
25,710,213,99,135,43
62,559,405,66,110,53
57,624,366,90,78,12
17,694,394,128,37,64
2,261,300,7,37,1
6,694,177,25,71,63
61,283,337,4,123,28
57,406,389,26,99,18
31,409,696,18,52,45
61,665,360,63,6,62
41,728,454,30,54,104
4,809,674,97,60,7
53,380,388,62,28,79
55,939,474,48,46,28
54,378,512,61,2,138
55,687,222,65,57,61
27,873,684,66,38,104
23,305,251,70,146,75
13,820,436,61,133,69
25,503,158,62,250,2
59,748,388,92,37,134
2,868,367,33,110,28
60,712,409,131,114,23
9,570,191,100,228,56
19,385,309,60,21,52
37,1342,326,14,26,173
5,645,387,22,52,56
17,521,225,44,48,13
25,439,803,42,56,96
59,862,243,15,69,54
34,422,381,8,160,16
43,757,460,112,52,6
13,248,245,13,362,53
21,730,245,41,57,49
27,755,297,60,181,42
25,828,548,25,14,232
62,575,370,32,48,46
30,621,333,56,110,41
25,578,397,5,53,81
52,728,233,9,372,61
44,696,239,8,27,34
52,898,347,54,59,69
31,419,530,78,57,56
12,490,414,1,13,29
8,179,531,150,72,164
14,500,320,78,165,8
55,469,405,62,264,232
62,752,656,137,107,5
60,449,475,66,1,168
7,526,366,123,234,5
6,262,508,56,168,112
59,581,555,83,60,23
24,296,431,59,51,47
10,932,336,106,267,159
53,455,475,61,154,260
19,708,596,39,57,108
12,802,389,61,102,114
10,595,321,159,146,111
31,660,378,29,327,69
58,582,217,70,90,209
55,258,831,73,182,9
2,668,316,66,182,38
1,509,372,16,182,88
60,617,245,14,5,215
6,380,420,50,62,9
2,475,408,63,123,19
9,470,381,14,70,11
59,568,575,130,48,55
14,354,458,29,212,32
59,678,157,28,171,204
13,243,462,36,54,69
60,593,428,32,14,3
10,611,528,56,197,18
7,420,538,15,31,103
10,496,302,87,40,43
2,502,373,18,8,1
58,498,419,107,70,35
1,885,453,65,68,7
6,353,454,48,96,24
38,487,544,28,11,128
6,709,471,62,226,36
38,676,222,29,56,35
58,743,673,74,187,103
6,602,393,78,121,30
10,482,580,67,35,160
35,798,178,47,237,209
28,397,478,72,12,56
43,776,331,60,107,57
23,563,281,41,15,1
49,427,744,40,68,58
1,347,419,84,66,29
22,448,321,45,39,128
52,669,405,136,328,69
27,382,201,64,86,65
16,325,395,60,111,125
15,433,226,56,51,56
26,722,267,158,2,6
58,488,549,8,82,146
3,563,434,16,404,58
12,558,440,126,35,63
58,808,270,29,70,57
50,761,336,57,173,34
41,550,350,28,135,6
34,768,794,43,54,79
24,597,452,21,63,38
54,640,386,8,43,60
59,495,410,10,87,91
46,496,524,20,29,15
64,610,447,128,1,107
13,386,457,131,58,107
33,579,322,10,6,27
58,554,185,20,41,17
63,383,288,52,63,310
57,464,444,131,125,60
63,510,649,62,97,5
52,188,513,35,207,63
25,345,289,4,67,52
28,749,362,122,241,18
59,491,444,55,70,35
11,600,408,16,169,136
11,587,428,161,5,76
26,515,511,161,47,55
58,726,422,50,18,60
64,528,384,55,27,2
4,712,291,156,33,66
7,322,359,85,61,51
18,902,458,23,203,34
2,269,484,98,128,24
13,631,243,194,18,31
1,314,336,124,130,90
10,254,320,3,221,149
54,437,330,21,25,175
19,535,380,9,70,135
64,571,342,81,131,62
55,692,517,75,59,31
58,432,468,18,77,107
19,691,397,58,114,48
58,464,275,24,5,234
18,375,578,94,115,14
54,645,426,10,18,220
40,371,439,141,94,64
22,426,399,41,78,1
21,841,469,16,38,53
60,358,379,125,91,60
8,507,403,16,70,68
55,921,332,14,114,56
9,543,395,92,66,75
56,256,363,64,97,22
28,399,524,23,20,59
45,606,301,23,60,49
18,763,259,179,103,307
5,881,460,14,88,107
48,723,248,100,185,20
22,676,322,55,59,59
57,584,493,20,85,10
61,656,442,46,287,55
30,477,382,91,166,28
14,377,354,2,58,59
10,406,535,55,10,61
11,910,488,35,86,48
63,391,315,61,76,27
2,762,212,40,167,146
30,470,545,106,109,111
10,457,513,43,160,61
60,717,597,53,147,164
27,570,472,12,73,105
56,630,408,64,135,9
2,864,395,1,112,111
32,655,354,63,62,75
1,327,413,28,21,143
57,1194,292,18,51,70
52,568,280,45,112,1
20,381,399,62,136,91
19,572,267,104,157,52
14,548,300,7,128,107
52,659,469,79,55,51
1,506,194,28,54,110
14,806,274,138,53,87
56,691,301,61,165,61
54,663,323,104,39,75
34,981,369,75,127,81
58,641,488,69,159,58
37,624,451,2,63,2
60,695,551,134,99,49
56,551,567,28,34,14
1,274,391,23,367,227
56,415,563,56,12,33
66,524,486,52,59,1
63,488,193,173,8,61
57,270,431,57,58,191
23,701,308,13,62,228
40,649,400,96,86,70
53,1075,482,54,38,110
66,143,434,16,3,162
53,1005,299,6,31,38
40,545,543,53,165,47
7,502,401,49,2,58
63,623,391,42,148,71
58,905,322,175,65,94
53,558,302,58,101,5
38,205,459,46,154,117
16,304,408,41,73,116
61,463,362,81,19,25
62,635,433,61,4,58
5,637,364,34,57,61
46,566,197,69,191,57
35,382,390,56,17,113
45,447,432,29,52,57
58,433,310,164,49,11
29,413,216,9,32,171
16,561,483,151,61,75
20,608,530,65,136,57
42,759,245,17,76,17
46,313,361,5,153,37
58,956,306,168,67,59
61,483,651,5,272,120
54,682,424,112,17,77
37,504,540,23,160,6
32,567,224,47,85,33
17,267,505,159,75,47
39,674,672,204,25,85
37,485,262,58,54,190
3,549,727,108,56,3
40,424,455,114,275,26
54,977,654,111,1,18
49,791,287,69,79,99
58,695,589,160,123,104
26,670,591,50,92,152
44,493,174,9,78,66
29,630,676,38,53,50
15,646,498,88,78,144
28,558,507,189,2,59
41,861,406,27,42,51
50,524,186,9,52,4
41,578,314,19,84,66
54,542,350,11,56,23
2,255,417,55,74,107
35,573,254,32,85,11
6,973,328,204,58,52
12,789,474,70,108,57
47,452,307,3,76,140
7,554,250,18,6,104
1,1204,427,103,67,2
3,471,463,43,45,160
42,478,821,1,144,56
10,881,280,35,106,82
56,798,180,7,211,71
17,958,572,24,9,59
9,366,208,128,140,86
35,474,248,36,116,178
63,300,182,35,58,20
58,1201,345,103,26,110
8,303,430,30,100,16
57,542,477,160,60,63
17,419,318,150,224,94
52,396,289,61,144,143
56,448,588,56,139,151
56,724,260,57,249,64
25,819,538,1,25,55
49,175,516,58,38,17
33,517,551,29,27,57
12,1092,484,128,58,35
61,409,298,69,55,279
37,966,588,65,134,39
31,550,408,125,36,55
67,333,366,56,140,57
29,414,352,6,214,231
55,535,444,146,113,56
58,1041,315,58,31,66
18,653,345,63,61,108
25,701,336,57,64,108
34,340,470,34,60,58
23,317,474,6,44,54
7,375,275,79,185,91
25,445,454,38,74,93
29,503,546,60,104,13
30,356,388,91,208,212
32,414,359,15,270,62
34,745,320,107,25,33
64,582,502,107,76,53
22,432,642,27,240,9
11,518,234,17,54,22
35,665,454,188,128,52
62,296,450,182,22,57
55,820,406,6,118,78
25,558,274,63,60,119
12,597,782,52,2,108
17,311,251,18,102,112
30,403,574,35,67,41
58,588,397,136,93,53
56,465,375,76,137,253
1,310,428,55,14,81
36,562,353,60,40,258
30,554,528,2,191,21
51,825,438,66,192,62
35,587,572,51,49,13
15,278,368,34,90,25
56,431,354,24,131,13
24,601,477,31,262,49
61,235,300,90,140,58
44,732,449,149,192,40
52,676,349,175,55,54
44,793,336,136,61,10
46,443,345,62,243,34
54,539,358,31,63,69
18,569,347,107,82,133
36,1086,553,48,74,28
3,599,285,154,83,170
7,490,255,81,42,4
38,620,883,14,124,66
53,734,386,165,62,47
12,901,159,51,178,77
58,678,242,69,26,23
12,735,383,1,99,63
68,536,345,53,65,110
3,637,490,60,9,28
37,1049,412,68,101,56
19,592,283,56,10,51
58,641,387,75,165,62
19,728,421,22,39,213
11,290,273,59,25,94
17,513,328,49,10,4
58,1113,383,172,7,82
13,490,459,136,233,7
58,485,477,106,277,58
13,678,483,20,88,70
2,434,350,59,8,29
59,788,214,10,121,58
63,511,316,55,155,64
39,801,350,28,58,45
62,540,537,59,116,93
14,835,542,61,43,2
63,634,416,48,117,110
27,623,388,27,46,184
15,629,341,146,84,47
43,543,583,111,23,10
14,422,301,61,77,19
10,1043,515,164,20,84
68,505,231,106,99,98
19,406,347,9,35,130
26,437,496,111,79,62
61,728,374,75,19,1
18,649,403,143,134,45
58,559,266,70,143,10
22,487,728,1,7,121
6,769,497,91,58,118
53,553,280,52,54,60
12,314,420,107,127,52
57,378,429,51,209,5
23,419,448,110,58,89
24,575,385,87,50,83
61,1019,660,61,44,30
13,679,295,75,63,54
53,573,542,81,204,17
19,544,444,58,5,38
57,708,350,2,139,58
30,980,364,49,44,98
53,419,443,14,79,60
2,454,166,165,81,20
19,680,271,62,297,30
55,795,326,34,117,54
2,308,472,1,4,60
57,439,480,61,25,23
34,364,332,186,80,44
59,666,303,6,13,4
36,545,466,166,206,9
48,785,319,63,125,47
44,670,415,70,313,2
59,587,572,110,56,26
32,251,336,162,24,53
36,409,340,39,25,52
54,342,655,47,57,67
36,922,365,58,110,6
56,718,234,71,243,245
55,540,587,94,59,33
18,399,570,5,25,7
8,415,268,117,414,72
48,514,484,116,77,74
30,516,413,25,134,108
43,504,537,58,65,53
15,665,219,61,9,57
38,1008,669,57,136,101
53,515,611,113,34,60
29,491,379,57,324,37
22,1119,308,11,10,122
56,611,261,171,2,55
18,398,258,76,41,57
31,305,397,57,121,28
7,781,568,17,60,74
7,548,114,37,392,198
26,648,279,59,124,4
30,507,452,120,72,115
21,465,368,77,284,7
58,380,549,6,58,34
54,700,480,33,110,112
66,476,180,47,167,137
53,539,611,85,251,25
26,373,415,159,32,3
44,348,788,32,440,7
19,660,440,3,313,53
38,622,321,26,154,41
18,378,423,18,56,1
21,572,420,99,134,115
16,292,324,104,98,45
54,542,140,152,127,248
41,520,433,67,101,21
18,269,342,50,149,226
13,1112,331,144,88,104
55,652,346,59,105,21
54,875,317,51,54,10
25,389,452,4,140,70
56,371,372,66,29,11
47,528,346,23,56,121
56,338,418,107,152,58
31,263,429,11,185,24
32,859,472,52,156,79
42,284,333,57,114,39
57,552,539,140,114,81
54,606,411,104,113,45
31,517,392,2,259,42
6,940,110,160,11,31
26,493,506,57,129,46
18,506,379,82,85,55
22,468,450,71,161,55
22,343,259,59,147,72
61,527,399,86,101,9
13,634,193,177,1,113
5,573,375,2,43,14
29,511,538,20,62,63
56,465,355,110,153,59
48,916,283,16,173,62
30,623,345,63,117,34
35,570,296,94,24,44
9,874,340,143,67,86
27,581,387,151,102,57
51,226,498,52,259,6
4,404,235,53,15,37
4,1358,633,32,50,40
49,291,201,57,215,127
6,871,460,35,16,127
58,548,585,182,74,54
10,606,677,98,230,59
32,496,571,39,483,13
19,743,389,55,1,56
57,555,222,57,32,114
57,195,244,177,92,54
6,335,429,55,35,166
3,611,585,56,52,55
6,620,431,66,52,41
23,494,822,108,69,112
14,337,292,108,115,27
31,780,413,58,46,89
29,480,260,54,395,52
30,623,712,91,183,21
31,525,343,93,66,50
56,318,537,13,64,47
60,464,460,176,306,140
18,413,436,37,28,187
5,373,357,62,32,12
59,661,307,33,154,25
53,490,346,53,406,93
55,693,445,9,72,20
11,477,411,22,130,27
1,996,539,52,87,134
58,399,782,57,82,43
31,445,349,78,70,69
21,424,414,119,8,103
66,794,355,108,160,75
16,752,587,112,26,68
6,403,396,41,80,25
18,390,428,53,198,83
56,504,713,154,57,23
36,834,209,100,154,31
58,379,585,81,235,8
16,573,394,163,171,45
46,448,384,96,112,19
61,436,463,21,115,119
18,465,549,62,8,122
1,364,289,13,43,69
5,574,565,25,357,111
57,469,384,13,23,61
54,837,401,49,112,13
21,325,315,58,150,56
14,191,298,40,43,55
45,929,400,54,57,51
14,371,458,10,310,12
59,688,515,34,44,53
58,404,718,69,59,47
52,949,496,133,45,41
61,972,380,28,294,37
44,388,469,170,122,1
61,373,371,5,60,54
56,626,504,66,231,6
8,638,284,47,64,34
28,466,180,77,72,32
32,708,296,23,94,56
7,258,493,63,29,55
20,848,229,110,175,126
20,264,525,28,93,108
12,552,364,56,196,37
55,800,308,51,153,54
5,899,364,62,36,178
10,578,686,152,58,25
56,645,377,62,19,53
36,666,439,94,17,199
4,594,554,4,1,12
5,971,354,82,103,133
62,888,375,7,178,9
56,616,343,58,67,106
13,572,512,70,9,111
39,461,810,29,37,125
24,516,392,58,28,22
16,775,514,64,172,65
13,760,562,45,120,59
59,475,264,93,67,10
40,716,429,2,106,158
61,587,383,110,46,199
23,374,343,170,25,55
30,245,262,15,56,25
59,610,319,47,104,30
56,577,303,10,48,8
26,629,459,19,52,62
55,607,360,84,156,346
58,553,511,98,164,190
53,305,652,130,62,12
65,716,517,62,35,26
20,518,737,1,117,154
18,422,473,45,100,62
30,796,168,10,63,13
24,806,255,121,19,11
36,819,296,118,53,121
21,675,351,60,172,66
55,467,445,52,174,148
20,652,751,5,139,149
32,743,529,89,53,55
41,768,454,83,172,141
56,349,612,30,72,64
38,839,608,54,55,54
37,551,504,17,101,33
68,568,137,38,162,16
4,407,413,58,163,94
36,999,414,98,73,174
26,300,432,60,38,56
15,754,388,20,198,26
32,856,558,30,69,10
52,459,448,54,41,66
40,319,322,60,116,68
67,670,713,23,58,83
27,398,335,44,34,76
10,758,570,4,126,10
1,761,369,9,37,112
24,1108,545,47,13,92
50,566,331,2,33,90
39,331,301,26,56,94
59,322,208,53,66,153
42,406,244,52,118,112
28,599,433,67,138,29
52,742,404,6,43,156
64,432,515,152,1,23
3,1179,260,94,56,3
57,495,494,33,182,100
57,564,446,7,60,103
6,482,401,72,36,16
38,451,513,74,75,8
18,267,524,108,53,34
51,891,335,53,136,37
3,339,331,57,35,10
12,574,471,101,381,77
32,805,308,60,139,32
19,606,305,37,350,90
65,760,464,122,47,8
5,674,506,55,55,2
58,460,345,57,72,11
38,617,260,28,120,94
46,511,343,74,87,54
7,648,241,156,34,57
15,536,525,43,66,78
18,652,497,4,58,9
36,1262,315,115,80,7
37,371,242,7,53,225
1,552,332,34,51,57
34,369,379,112,267,11
6,291,688,137,59,146
12,649,355,25,8,32
66,250,441,3,150,32
27,320,409,7,60,22
44,793,210,53,51,6
2,756,427,41,89,35
56,684,214,1,163,54
54,299,449,115,175,127
59,704,338,45,133,77
60,704,598,189,25,63
6,455,312,60,115,23
53,551,460,21,53,50
32,1097,370,169,100,16
17,465,483,58,59,142
55,273,244,104,43,56
53,746,409,21,182,25
50,326,337,10,115,52
48,513,380,70,193,11
31,418,332,11,99,114
13,645,444,121,64,56
60,366,287,58,58,67
67,592,327,24,18,11
21,563,431,79,140,35
14,596,474,39,145,156
8,395,427,81,126,20
1,823,517,45,169,79
56,682,430,42,18,41
54,731,325,31,86,128
55,1117,285,46,68,37
59,744,326,55,300,56
17,318,438,55,56,21
54,289,299,72,39,36
27,740,288,9,74,32
29,300,449,113,95,40
21,732,266,14,325,35
57,595,483,63,107,56
18,509,629,59,109,62
20,495,288,62,208,57
3,588,401,34,117,67
60,758,646,44,257,76
64,431,371,86,56,99
19,651,294,57,120,128
2,401,206,6,300,190
60,1101,516,37,115,107
35,724,730,40,96,4
32,482,482,127,73,59
57,331,306,127,8,6
20,257,146,54,115,6
46,695,242,59,59,62
58,1232,687,13,12,53
62,534,620,56,116,66
53,349,450,114,56,56
47,370,371,54,57,60
32,496,314,166,4,9
52,534,431,56,36,53
1,898,243,41,296,74
28,552,409,112,246,53
34,562,255,27,20,235
46,752,493,89,117,133
8,592,394,52,18,4
27,316,470,21,43,123
14,367,382,50,294,36
56,465,281,47,51,163
3,515,256,140,164,132
18,732,386,180,250,154
56,910,347,8,11,165
16,785,373,12,144,41
23,447,337,25,53,110
62,638,355,93,114,33
5,524,540,20,5,24
61,748,339,27,24,63
5,871,448,134,82,157
44,437,338,43,158,24
4,404,273,69,41,199
38,1094,481,103,95,60
60,548,262,75,225,45
35,322,341,68,29,80
6,473,436,25,38,55
57,345,402,83,28,17
67,342,399,23,109,11
52,437,278,31,81,46
53,506,189,8,54,75
4,646,416,45,77,63
17,490,393,19,41,109
19,399,470,119,95,145
43,689,393,122,112,55
11,424,607,69,28,58
59,741,564,111,294,25
22,720,513,61,164,140
12,753,393,13,29,69
61,517,363,56,59,47
35,667,455,55,111,9
31,713,217,51,395,123
31,609,410,12,169,85
31,483,607,53,56,87
5,1313,487,47,18,57
21,289,179,41,45,98
18,635,507,37,123,10
59,295,281,1,33,65
3,453,388,54,162,57
62,534,364,6,57,15
52,357,405,34,210,37
12,671,329,32,56,55
54,688,462,56,91,103
1,370,447,55,134,272
24,797,707,126,56,54
60,741,1068,108,66,48
56,523,555,37,337,119
41,752,370,54,20,16
59,780,625,178,52,71
19,542,266,26,11,35
52,389,388,53,212,27
54,398,415,199,35,52
36,444,359,13,10,57
21,156,295,133,6,36
51,461,476,9,59,22
28,559,504,106,125,1
12,484,310,111,73,8
55,499,338,125,65,19
11,794,373,22,122,178
58,578,403,65,38,34
6,902,517,59,298,145
54,428,542,10,79,69
47,467,377,158,231,56
49,327,384,200,154,45
59,461,527,56,139,1
64,152,415,25,107,98
61,220,470,30,89,60
18,642,469,8,334,66
17,650,320,62,39,95
52,682,512,162,269,2
49,367,426,185,163,27
56,739,392,190,55,162
5,777,294,13,3,33
45,415,510,26,178,117
60,492,222,154,66,11
29,541,318,63,55,57
5,486,453,13,360,4
28,498,343,11,98,55
59,458,507,121,117,92
26,530,205,66,44,154
20,499,209,148,88,60
58,409,335,149,135,75
24,211,357,55,54,56
58,516,468,141,31,32
25,434,357,64,1,73
64,777,490,54,158,58
3,576,371,33,56,125
10,649,495,16,23,167
56,783,364,94,69,11
37,368,656,174,64,74
18,300,485,57,264,95
57,532,450,26,88,57
3,280,209,10,69,112
52,575,582,66,63,28
12,622,545,68,18,226
7,541,530,83,73,39
29,621,217,76,15,127
1,468,489,10,107,165
54,484,285,112,111,2
22,727,329,92,70,7
64,972,409,90,221,127
26,584,460,94,37,62
43,742,321,153,17,76
3,335,340,113,90,120
16,398,252,29,220,12
53,623,283,156,17,49
58,707,581,24,218,142
54,342,256,3,173,177
22,550,459,100,33,9
13,476,774,103,59,13
60,911,699,16,53,82
26,655,411,8,139,56
64,533,239,34,52,60
63,431,427,37,108,41
13,543,542,10,91,105
36,413,499,77,50,33
12,579,355,32,93,77
39,776,340,90,8,82
11,237,382,8,55,72
60,851,557,2,420,61
27,537,113,11,60,58
18,690,284,94,75,50
58,474,643,54,9,158
57,939,419,57,131,61
8,698,287,78,122,11
53,369,336,9,48,31
8,607,391,7,122,82
32,341,271,177,127,62
55,565,407,49,83,67
41,433,423,57,32,57
10,806,335,11,40,73
54,651,359,146,102,153
44,370,361,32,11,51
53,542,313,32,175,61
63,381,377,22,60,25
4,507,374,6,60,339
32,411,364,35,117,51
4,571,186,54,84,288
24,653,499,127,168,1
14,645,340,77,55,34
60,895,498,63,117,14
7,688,482,23,4,76
58,719,451,50,154,59
23,532,523,16,108,59
26,741,427,142,205,5
55,698,312,56,65,143
2,801,140,25,27,179
49,456,653,52,26,79
11,565,401,11,157,8
36,766,507,114,76,39
35,701,423,56,9,129
62,314,365,67,118,12
18,634,403,11,121,48
37,750,492,35,61,7
9,822,356,156,11,17
10,560,421,21,79,60
18,377,150,79,32,26
49,502,422,41,98,54
55,587,573,128,13,4
3,628,534,37,63,9
31,399,751,56,161,89
60,355,432,21,11,14
56,481,414,36,500,22
59,365,311,32,45,11
58,330,468,40,61,202
10,839,433,35,53,28
12,472,361,56,63,87
1,663,310,62,11,52
2,549,333,57,41,57
55,388,493,67,67,17
5,420,409,76,258,56
62,616,414,99,56,112
30,469,442,128,57,78
59,242,556,190,249,131
70,460,312,108,175,179
56,611,507,4,155,112
1,421,410,59,50,10
63,499,378,6,18,35
55,544,268,6,102,4
21,513,140,62,118,10
51,325,644,53,43,145
42,496,428,66,125,62
22,670,297,56,77,257
13,327,458,60,44,97
37,638,271,9,62,62
6,444,436,53,30,44
53,525,271,74,87,53
22,935,316,53,136,56
30,468,382,163,64,57
35,382,627,73,58,76
11,513,580,133,54,56
45,432,291,4,185,116
67,829,273,123,204,42
46,502,516,36,9,13
53,580,333,163,16,5
24,625,320,133,21,116
6,505,445,154,50,11
12,423,547,166,825,23
5,608,433,42,38,10
65,518,456,110,1,58
58,708,472,33,12,9
11,634,414,24,55,12
35,453,492,63,258,182
13,413,436,157,109,12
53,579,745,25,23,12
34,306,303,167,105,44
57,288,308,33,408,140
41,970,211,60,63,64
1,570,412,45,48,43
2,911,481,80,43,11
62,1202,290,55,165,29
52,638,410,17,62,15
10,429,551,11,79,66
33,299,328,46,57,30
26,986,395,75,69,179
28,736,383,63,60,150
25,949,895,109,58,155
57,377,385,145,91,144
56,474,352,55,38,47
65,301,381,58,184,69
57,779,347,25,57,114
62,580,345,140,158,33
14,374,436,69,78,33
21,611,216,47,24,46
3,649,240,9,115,37
58,308,362,123,3,61
52,423,542,85,220,123
22,673,291,87,23,58
36,413,434,57,56,13
26,257,255,98,71,57
52,415,338,10,86,29
36,478,268,65,116,154
17,699,407,57,2,4
5,223,579,15,80,69
54,599,546,37,289,234
61,303,570,55,20,5
54,440,585,103,405,37
58,419,490,151,153,61
46,609,468,122,367,174
34,414,313,54,142,54
24,598,196,48,97,154
27,389,740,119,17,120
56,391,433,16,214,46
66,674,362,71,132,24
12,435,350,35,8,63
53,749,494,27,28,122
54,589,553,52,71,2
59,1256,507,57,70,12
50,366,405,36,70,62
40,357,225,22,147,95
60,611,670,1,123,20
37,1520,323,8,59,208
31,556,252,19,52,12
4,858,517,150,63,74
53,457,677,29,83,58
60,1189,566,34,120,129
61,496,510,145,149,78
54,488,302,69,184,109
29,624,431,56,137,10
15,774,592,45,282,100
14,610,293,1,164,53
12,387,167,98,104,60
26,565,428,60,124,164
55,613,395,66,13,63
45,519,344,95,172,35
18,791,334,2,336,73
32,679,627,27,55,15
13,262,301,162,30,123
48,549,726,34,124,116
18,558,280,117,65,111
44,887,392,11,164,153
55,441,418,57,156,33
52,311,428,4,95,173
34,730,306,55,129,56
14,476,330,92,111,15
36,296,436,150,41,127
40,356,211,5,57,53
55,570,448,60,213,90
29,562,425,75,109,24
55,506,428,56,6,22
14,907,501,32,229,24
3,719,267,73,62,68
60,909,426,58,272,53
14,852,538,125,16,28
62,483,246,167,62,62
18,453,456,1,182,114
55,710,751,10,300,20
16,500,467,74,53,49
59,608,328,95,73,23
43,338,269,57,48,55
39,472,394,112,81,92
47,708,340,28,44,140
3,411,327,167,12,7
17,667,413,60,129,92
17,403,420,39,63,51
45,945,281,127,102,31
24,856,408,154,56,1
20,835,498,12,109,63
58,794,436,2,120,48
3,457,305,7,120,68
37,620,414,127,113,61
38,885,426,62,167,9
7,810,331,76,97,60
16,1093,266,120,45,29
10,444,371,12,110,112
8,471,241,49,37,4
3,614,320,142,430,121
11,523,320,161,81,57
2,259,531,17,438,3
1,522,412,9,47,65
51,201,375,13,134,113
12,659,275,82,114,65
52,488,404,56,44,39
26,544,436,60,75,72
28,556,531,41,13,22
59,540,412,105,365,82
19,571,538,33,92,13
34,668,376,77,200,18
51,287,201,82,90,60
66,373,342,72,174,21
19,709,285,61,139,84
9,798,477,58,52,34
49,366,353,50,98,18
19,873,504,158,88,50
37,695,380,62,240,63
8,507,423,11,165,29
2,481,362,31,79,151
34,626,598,82,58,58
13,738,314,62,99,23
5,918,430,67,74,42
59,608,439,57,67,41
35,857,267,73,65,84
59,395,318,153,10,68
40,402,506,52,21,7
11,721,375,61,188,114
26,354,255,25,65,96
56,593,431,178,46,124
57,423,466,162,52,206
16,411,326,51,10,75
35,697,416,161,57,58
6,602,382,128,88,61
15,338,362,1,24,55
35,425,307,34,58,67
51,443,324,14,91,15
21,584,369,76,109,226
68,325,476,59,96,60
44,457,124,59,11,127
1,427,255,5,97,65
56,602,414,143,18,149
35,224,321,179,218,60
60,783,393,80,46,168
37,495,504,8,116,68
61,767,503,39,103,53
51,552,393,129,161,55
1,931,552,12,92,103
23,532,642,48,96,82
58,487,183,7,58,99
31,439,461,17,117,86
6,624,569,60,162,4
58,640,435,26,12,45
42,548,416,54,84,7
6,492,446,4,27,51
39,808,411,9,372,50
56,921,302,89,195,20
10,498,471,14,74,132
40,844,389,22,195,32
14,653,492,11,40,48
12,1337,288,190,84,156
57,269,498,13,174,186
20,1002,262,28,39,53
52,770,420,87,22,28
63,1022,300,52,88,14
1,347,599,57,40,44
17,288,719,17,160,55
2,721,295,56,72,73
55,842,399,112,100,46
61,734,265,78,81,29
68,486,281,131,34,15
1,678,353,179,37,60
9,522,281,113,73,59
23,287,385,10,59,250
58,422,329,35,10,32
13,470,735,4,71,11
18,744,229,10,57,141
57,619,276,145,219,19
19,602,257,62,33,77
58,533,203,176,103,143
